content,postid
"This quote is 200% true. I follow this in my life. Never go after people or chase money.   If you get the right kind of people, then you are luckiest and most successful person in life.  Talk less and work more.   Do you work sincerely by giving your full heart, mind and do not worry about the results of your work.  Lord Krishna, Allah, Buddha and Jesus are there to see our testimonials.  Face Book Likes, LinkedIn Likes/comments are good to give us momentum. However, I strongly believe one should have built-in motivation and self confidence and power to withstand during life time crisis. If you can overcome it, you have won your life time challenges.  Furthermore, Believe in Lord Buddha's golden quote "" Rule Your Mind Before it Rules You"".",1199702760129365
"Recently, I started to record my carbs in a food log. One week in and I'm already seeing the benefits. I clearly see how much I eat in a day. Also, it makes me stop and think before I put the carbs in my mouth. Who wants to write down non-nutritional carbs? Any one else keep a food log?",265939980579864
There are some great tips for reducing stress in your life (as well as managing your condition) in this article from by my friends Marc and Angel.,1524725990983940
Favorite low carb meals? Need new ideas! ETA: I am struggling with eating so much meat and I hate seafood of any kind so protein is a struggle for me! Hence the dilemma,459424974564696
Hi has anyone ever taken sucontral D?Hi has anyone ever taken sucontral D?,582038832303309
"The mind can be the harshest battleground.  It can be the place where the greatest conflicts are carried out.  It’s where half of the things you thought were going to happen, never came to be.  But if you allow those thoughts to dwell in your mind and fester, they will succeed in robbing you of peace, of happiness, and of everything that is beautiful in this world. -- from:",10155980848491378
I was just diagnosed with type two today I’m glad to be part of a support group any tips for day one?,399991363841391
I'm having trouble getting my insulin I'm out of work and I need my Tresiba and my co pay is $587 does anyone know of any services that could help ?,837872283386628
Cindi Lou can I drink cocoa at night as I can’t sleep if I can drink ALITLE please let me know thanks,1622905551165983
Made my awesomely delicious. Sugar Free Key Lime Pie. Of course sugar free doesn't mean Carb free. But it's very low on carbs,273176119856250
Guess who came for dinner?,350073125499882
Curious... (T2 recently diagnosed) anyone wake up from a dead sleep with racing heart? Could this be related to sugar levels?,545876269252899
Did you know that there are two types of physical activity that are most important for managing diabetes? These are aerobic exercises and strength training. Stay turned @ https://www.facebook.com/AccuChekSubSahara/ or @  https://www.facebook.com/pjoshdiabetescarefoundation/ .  We will be letting you know how these exercises are effective in managing your Diabetes . #DiabetesAwareness #Healthblog #Exercise #PJosh #PDF,1987857891288586
"So my son is 12 and is on Metaformin for high sugars, but lately I’ve noticed when he goes to the bathroom to urine I go in and it smells so bad in there.  Is that a sign of something just wondering because it’s an awful smell like rotten urine in a way...",336485833525278
We are a state of the art free online service.  We work with all of your Cable & Internet service providers. We can help lower your monthly bill with your current provider or get you the best deal with your new provider! To lower your bills now contact us now!,354600618457255
"I hate being super low (40s-20s) and not being hungry at all. So now I’m low, dizzy, sweating, and super pissed that I’m having to eat. 😤 Just me or nah?",870138826826640
What do the many of us with skin conditions do when our skin reacts badly to all of this coronavirus-prevention hand washing?,2802076003181504
Do lancets expire,362363090937552
I'm only a month in from Dx.  I'm going to Disney next week.  Stressed out about the struggle.,279841742523021
Can you live long and prosper even with diabetes? Yes! These 9 tips can help you prevent diabetes complications. http://bit.ly/2hSS0Rq,498754773796830
"I'm tryin to learn more about diabetes as I'm new to all this,can anyone explain if needing insulin in pregnancy could mean u would after?I'm tryin to learn more about diabetes as I'm new to all this,can anyone explain if needing insulin in pregnancy could mean u would after?",381506652356529
These are not bad at all ... just can't live without my pasta,473121536528373
Do you do this? Put your test strips in bottle to be thrown in trash? Put  tag on bottle DO not RECYCLE.,830283534145503
Like to share this with all you fine folks. Found this little gem at my local Sprouts store. It adds just the right amount of sweetness to my coffee or tea. Hope you can fine one near you.,537805486726644
Has anyone tried Ozempic injections?,500611327112727
"Hi , I’m new to your group. I have some questions I went to my dr Oct 15th got a scare of blood sugar levels close to 400, I’m on metformin 1,000mg once a day, glimepiride 4mg once a day n the worst is Trulicity which I started at 0.75mg n now 1.5mg is anyone on this n making them sick? I’m having a lot of acid reflux that’s horrible. I guess my question is if you are having these same problems what foods do you stay away from? Oh n dr told me to take papaya tablets . Thank you for any help",498381597335700
My new test strips arrived a day early so I don't have to use the garbage Embrace meter. I like the Bayer Contour better. The test strips got shipped same day and seem to be genuine Bayer Contour strips. 200 for $49 (USD) from Diabetic Warehouse. They were much more expensive on Amazon and ebay. I'll be ordering more from them soon.,477742032732990
I only use Splenda-type sugar.  Is it bad for you?,295926137581248
"I'm starting to get a bit worried with my body, I have noticed more and more lately how clammy my body is and how I almost always have the shakes to some degree. It's kind of hard to describe how my movement is with my hands and feet other than clammy so I hope that does give some sort of idea. Not really sure if there is anything I should do or whether this is diabetes related. I have had a lot of trouble with my levels and bringing them down for about 5-7 years now (my body is heavily resistant to insulin so nothing seems to work well or for long). Really worried things are finally starting to catch up with me. (Got diagnosed in 2010) just wondering if anyone else has experienced this clamminess and or has some thoughts?",347073652466496
How do you get your blood sugar to go down quickly? Mine has been staying in the 200 range.How do you get your blood sugar to go down quickly? Mine has been staying in the 200 range.,754813725025818
"My doctor giggles when I say I wake up with a high sugar and its 124, She says its not that high. During the day I can not get my sugar under 100 unless I don't eat. I don't understand this, I changed my eating, I barely eat bread NO pasta, I havent had rice since being diagnosed...I basically live off veggies, chicken and cheese. I stoped losing weight despite my eating habits changing so drastically. I feel like I just can't live my life, not enjoying anything social because its mostly food and alcohol based situations. AHHHH I am only 27...I was 140lbs until I had my daughter. ..then boom up to 220...then got put on prednisone for a stomach issue...boom 268...I legit want to cry.  I dont understand what is going on..I read EVERYTHING about how to eat and I just see a lot of No you cant have that or that or that... Whats the point.... :( Sorry for the rant.",286321421875053
"Just got my dose of Ozempic increased and I had a low in the middle of the night (38 and falling). Time to adjust my long acting downward it seems. It got me wondering, what are peoples record lows where you were still awake and able to consume carbs?",616518685521990
If you have diabetes and alongside if you drive a vehicle following care has to be taken!,1112228302233713
Good morning Group! I'm back in the hospital another infection from my foot has hit me waiting for a MRI to see if I have to go to surgery their saying that I may have more infected bones in my foot. But nevertheless we say positive and push forward hopefully I still can compete on Dancing with the Stars 😂🤣 heck yeah you never know stay blessed group — feeling positive.,552422438598282
This page rocks.This page rocks.,348994012274460
Woke up 7.1  went on 40mins on treadmill tested 8.3mmol 15min later (fasting) Whats going on? 🤔😭,487264068447453
It's normal to experience diabetes burnout.  For those living with diabetes much of the focus is on blood glucose levels and how you are managing your diabetes.  But diabetes is more than physical management. Your emotional health also matters and needs prioritising as well.  Caroline Minor writes for DiabetesSisters about how she recognises diabetes burnout and tips on what to do.  What do you do when you feel diabetes burnout?,2259670950728102
"A question for all... I live in Minnesota, Police, Paramedics, and Firemen all have Narcan for drug overdoses.  Why don’t they have sugar?  Glucose tabs?    Yes, I ran into a situation needing sugar and not any of the 3 Officers had any sugar to assist.",599036077270251
Crunch on an apple or two a day to keep the doctor away! Find out what researchers are saying.,2263899227245061
What’s the best low carb bar This one has 24g,341402613033600
Why Are Addicts Abusing Gabapentin!!?,1782158428534913
"Type your zip code into the search box after you open the link, click enter to find a farmers market near you. https://www.ams.usda.gov/local-food-directories/farmersmarkets ",2046297025493498
"We started Heal The World healing center focusing initially on Diabetes healing. However, we started getting orthopedic, cardiac patients and psychological disorder patients. We could not say “No” to them.  Now, cancer patients started knocking our door. We have 4 Cancer Patients approached us till date since September 2017. 1. Ovarian Cancer ( Bulky SIZE Uterus size has been reduced within few Mexican and Reiki Healing) 2. Breast Cancer – Healing in Progress (Patient is based in Bangalore, India).  Recovery in progress.  3. Testicle Cancer – Healing in Progress (Patient is based in Mumbai, India). Already in recovery mode. 4. Anus Cancer - Patient Based in Tamil Nadu, India ( in Pipeline – will start treatment sometime end of this month. Apart from this, we are also healing few critical patients suffering from below diseases. 1. Alzheimer disease patient based in San Francisco, USA 2. Kidney Dialysis – Patient from Mumbai, India 3. Schizophrenia – Patient from Mumbai, India 4. Few Depression, anxiety disorder patients – Bangalore, India (Already showed good response to our treatment) 5. Insomnia Patient – Maharashtra, India   6. Few Diabetic patients – Mumbai, India   7. Heart Disease (blockages) – Mumbai, India 8. Parkinson’s Disease – Maharashtra, India   9.     Skin Disorder Patients - Bangalore, India. Any disease can be healed without any medicines. Do you believe in yourself?  Visit www.healtheworld.in for more details on our ancient healing techniques and testimonials.",1230721907027450
I am so done with this 🤬☠️🤬☠️ desease. I have the Omnipod and normally I have a daily insulin use of 30-35.  Today is one of those days I have now and then. I think my ovulation is around the corner and this make my bloodsugar spike like crazy. I am already on 59 units and still not going down. I even changed my pod and nothing. Drank tons of water but the only thing that goes down is my pants from all the peeing.  How am I supposed to try and control this terrible desease? It’s a constant fight.,351435485363646
please share to get my niece home to her family,676544082852783
Evening Roll Call!  Mine's 140 mg/dl or 7.8mmol/LEvening Roll Call!  Mine's 140 mg/dl or 7.8mmol/L,396283550878839
My copay for specialist is 50.00. My wife's nail salon charges 25.00 for a complete foot job in a massaging chair. How many guys do this route?,683152428858615
Tasty almond butter waffles! So delish.,497655430741650
"This #KidneyMonth, start the conversation with your health care provider about kidney health, especially if you have diabetes, high blood pressure, or a family history of kidney failure. Learn to read your blood work, you want that eGFR over 60   https://www.niddk.nih.gov/…/get-invo…/national-kidney-month…",1941815042608364
"So I’ve been having sharp stabbing pains in my legs (in my shins) and feet. I don’t feel like it’s neuropathy, but I’m not sure. I’ve asked the doctor about it, and he prescribed gabapentin which isn’t helping. When I type anything in google, it says I have a week to live.. soooo Any advice?",504968566677003
September is Better #Breakfast Month  - Fun Recipes http://bit.ly/1qGPbRI,10156047757183772
"ROLL CALL FOR SATURDAY , JUNE 2 (Morning Fasting Reading)",380418455798682
After dinner blood sugar 230! Yes down from over 600 a week ago.,310157012824827
Got up and made a late breakfast for us today.  Tonight is apricot glazed salmon and veggies.,553563975150795
"So i called and talked to the nurse about my crazy symptoms i'm having which are weakness, dizziness, tired all the time, you name it i have it... she said meds don't show side effects 2 months later that it has to be low blood sugar BUT i'm not having lows??? I just don't understand??? My numbers are ranging low 100'2 to 140. UGHHHHHH.....",655913584915833
Please help me for glucometer in Pakistan???can we check A1c on glucometer???,1369455843177623
Quick Question? When checking your Blood Sugars before going to bed and They are  Elevated. Do you give yourself a short term with your long term? I have seen people do both. I have seen people just give long term. Thoughts? Thanks.,802528006921056
"I hate diabetes. I hate being diabetic. I hate everything about the disease. I just hate it. It makes me depressed, unhappy, flustered and miserable. Hate it!! I'm in a hateful day? Nah! This whole thing sucks. If I don't take cate of myself I'm in a slow suicide if I do and nothing works I'm in a slow frustating death roll. You can't win with it. It always wins and in the process it steals your life away. Little by little everyday. — feeling betrayed.",273451426495386
"I was just diagnosed with Type 2 today and I’m devastated!  Two years  ago I was strict keto and went from 152 to 114 in 8 months.  I stopped keto because I couldn’t seem to stop losing and people were starting to ask if I was sick.  Since then, I got promoted to the executive floor and the food supply is obscene!  I started eating like I was afraid I’d never get another cookie (and now, I really won’t ever get another cookie).  So basically, I gained back up to 140 lbs and gave myself diabetes!  I now have high blood pressure and have been put on bp meds.  I’m 62 and as an executive assistant, I don’t get much exercise!  We do have a gym at work but I haven’t used it in 2 years!  I have no excuse other than a pinched nerve in one hip (which is not much of an excuse).  I really want to get my act together, and get on a good diet and exercise program and see if I can’t reverse this diabetes before my dr. puts me on meds.  I have no idea where to begin!  My only fear is that the high fat will be counterproductive to reversing my diabetes.  I’m open ears to anyone who has lived with diabetes for a while and has been successful on keto.  Oh, I damn near went bald the first time I tried keto so maybe someone knows how to prevent that from happening again!  Thanks much!",825917287915461
Has anyone tried this before it's supposed to help lower blood sugar and triglycerides...,774745829699274
"Very useful article about how to prevent, treat and if possible reverse diabetes. There is also a diet plan and all of the suplements you need for better managing of diabetes.",336321860208342
So I'm already on metformin and now.my doctor wants to add invokana.. any one here take invokana I'm a little worried to after reading about it,338546316652563
Is there a drink other than water that is safe for us to drink?Is there a drink other than water that is safe for us to drink?,268124783694717
"Anyone else on here keep getting messages from ""healers"" it's getting annoying if some words would cure disease I'm sure we would have all said them by now This person keeps writing me saying if you pay $200 I can make him better through some texting app — feeling frustrated.",287660975074431
"Just tested myself, as i have been feeling unwell today, But thought I'd do a comparison test between 3 different brands of testers that i have here.... Going from left to right  . One touch VerioIQ  . Accu Chek Guide ( my main tester )  And the Freestyle optimum Neo  Now going off my gut feeling and me knowing my own body, I feel somewhat fine, and feel im at around 5, If that.... But the other two are way off , Or is the latest ( newest model which is the accu chek guide ) telling me different, Bare in mind, I'm in Australia and the latest one that i use, I did have to pay for it outright unfortunately, Which i think cost me around $60.  But anyway, This is probably why i don't test myself more than i should anymore, as there are so many false testers out there, That says I'm fine, But im completely not, That's why i go off how im feeling and can guess my reading, and I'm normally correct... And i do actually calibrate these testers a lot to",695076144332910
"Good Evening Family. How is everyone doing. I pray that everyone had a great day. THOUGHT FOR SATURDAY EVENING, MARCH 2nd: ""Time = Life, Therefore, waste your time and waste your life, or master your time and master your life."" Have a wonderful evening everyone.😊🌹🌺☔ — feeling thankful.",561604127680113
"What is an Anti-Inflammatory Diet?Did you know that research has found a link between inflammation and increased risk for chronic diseases? And, these studies suggest that heart disease, Type 2 diabetes and obesity might be due to chronic inflammation.INFLAMMATION IS A NORMAL BODY RESPONSE TO PROMOTE HEALINGInflammation is a sign that the immune system is fighting infection. The infection may be related to germs, wounds, allergens, toxins or other causes.Typically, we think of signs of inflammation as redness, swelling and pain. But, sometimes inflammation can happen within our bodies. Someone with bronchitis has a lung infection. The lungs may become inflamed. And, this may be a sign that their immune system is working to fight that infection. Eexcess body fat may promote changes in the body cells that promote chronic inflammation. The signs of inflammation may not be obvious. For others, chronic inflammation may relate to a problem with their immune system.Whatever the cause, long term chronic inflammation may damage the body’s DNA, increasing the risk for cancer.WHAT WE KNOW AND DON’T KNOW ABOUT FOODS AND INFLAMMATIONVarious anti-inflammatory diets are promoted online. But, researchers are still figuring out how what we eat may affect inflammation. So far, it appears that eating a variety of nutritious foods may help reduce inflammation in the body. What we eat may help prevent and keep chronic inflammation in check. And, a healthy eating plan provides nutrients that help keep your immune system working well:Fruits and vegetables contain natural components called phytonutrients that may help protect against inflammation.Healthy fats, such as monounsaturated fats and omega-3 fatty acids, may help keep inflammation at bay.Foods high in saturated fats may increase inflammation. Plus, highly processed foods and other foods with trans fat also may be inflammatory.Five Dietary Approaches That May Help Reduce InflammationAre you looking for ways to help combat inflammation? Consider the following five steps:Step 1: Make Fruits and Vegetables Half Your PlateAim to include vegetables and fruits with every mealEat a variety of brightly colored vegetables and fruits:All forms count — including fresh, frozen, canned and dried. Just be sure to look for products with no added sugars and lower amounts of sodium.Focus on vegetables from each subgroup weekly, including dark green, red and orange vegetables, as well as beans and peas.Step 2: Be Smart about ProteinDon’t overdo the protein — five to six ounce equivalents per day is appropriate for most people that are moderately active. And, when it comes to protein, select fatty fish containing omega-3s a couple of times each week.Enjoy meatless meals with tofu, tempeh, and legumes such as beans, peas, and lentils.Choose leaner protein foods, such as skinless chicken or turkey or lean cuts of beef and pork.Include low-fat or fat-free dairy products, like skim milk and yogurt, which are lower in saturated fat.Minimize highly processed foods such as deli meat, bacon, and sausage.Step3: Choose Healthy FatsUse monounsaturated fats, including olive, safflower, sunflower, canola, peanut and avocado oils.Eat omega-3 rich foods:Enjoy salmon or another fatty fish two to three times per week.Snack on nuts, such as walnuts.Toss ground flaxseed, chia seeds and hemp seeds into salads and other dishes.Minimize highly processed foods that contain partially hydrogenated oils and high amounts of saturated fat.Step 4: Select Whole GrainsChoose whole-grain flours and cereals more often, rather than those made with refined flour.Include a variety of whole grains, such as brown rice, quinoa, millet and wheat berries.Step 5: Experiment with Fresh Herbs and SpicesInfuse flavor into your dishes by adding fresh herbs.Spice up your recipes by experimenting with spices.OTHER LIFESTYLE FACTORSThough what you eat is important, it's not the only factor that impacts chronic inflammation. To help stay healthy:Get adequate sleep — both quality and duration of sleep directly impact inflammation.Be active — regular physical activity has anti-inflammatory effects. Aim for 30 to 60 minutes of moderate-intensity physical activity a day on most days of the week.Achieve and maintain a healthy weight — excess body fat could contribute to increased inflammation.NEED HELP DESIGNING AN ANTI-INFLAMMATORY DIET?A registered dietitian nutritionist can help develop an eating plan that fits your unique lifestyle, taste preferences and medical needs.",2162819827174550
"This article has information to help you know when you need to head to the Emergency Room, so you don't have to wonder about what is an emergency or waste time getting help if you are having a problem..  ",1575738765882662
Does anyone use a food scale?,265153217325207
Has anyone looked into the oatmeal milk that's out there now? I know oatmeal supposed to be good for you the carbs are high but it breaks down slower if I'm correct. So now I'm just wondering about the milk..,700724530434738
"This recipe is taken from the everyday diabetic cook book by diabetics uk its 156 calories 4g fat 8g protein and 22g carbohydrate                        1 400g can blackeyed beans drained and rinsed. 15 ml  olive or sunflower oil.2  medium onions peeled and finely diced. 1 clove of garlic crushed.225g carrots peeled and finely diced 1 green pepper finely diced. 2 large courgettes  sliced 1.6 litres boiling stock home made or a cube.salt and freshly ground black pepper.freshly chopped parsly to garnish Heat the oil in a large saucepan,and cook the onion untill soft add the garlic add carrot pepper and courgette and cook for a few minutes add the stock seasoning and beans stir well bring to the boil cover and simmer gently for 50 mins untill the beans are cooked through check seasoning and serve sprinkled with chopped parsley serves 4.note courgette is also known as zuccini",499632730543920
"As everyone seems to take vitamins/supplements for various reasons, I'm interested to know if anyone takes anything due to being diabetic and why. For example...Chromium Picolinate, Alpha Lipoic Acid (ALA), and Cinnamon.",278703082636887
Has anyone gotten alopecia areata from their diabetes? I remember posting in here when I was first diagnosed about balding & this was right before I was even diagnosed. As a result I did cut my hair and it's growing a lot but the more it does I'm noticing the balding again and the spots getting bigger 😕☹️☹️😟.. does anyone else deal with this? My only suggestion was injections or something for it when I was first dealing with it.,352055708634957
"Hi and thanks for the add.  Just a little about me.  I`m retired so you have an idea of my age.  I am listed with my Doctor as diabetic.  I was taking 4-shots of Novalog a day.  Through diet and exercise, I reduced those 4-shots to zero shots but took took metforman.  With continued diet and exercise i even came off of those.  Not saying everyone can, but it worked for me.  Maybe some of the newbies to diabeties can get on track and reverse theirs also.  Ty.",249340655573130
Does anyone know if you can follow a user on a app other than the dexcom follow? My inlaws need to follow my son but the phone they have does not have the app in google play. Any help is appreciated.,2030228607100340
"BARLEY While grains typically spike blood sugar and don’t contain enough fiber to offset the rise, barley holds the honor of being the lowest-glycemic grain (of the grains officially tested so far). This means it is the grain with the least impact on blood sugar. A half-cup of cooked pearl barley contains 22 grams of carbs and 3 grams of fiber—but its fiber is the magical beta-glucan, a special kind of soluble fiber known to help people feel full longer, to have less of an effect on blood glucose, and to improve cholesterol numbers. If you can find the less processed, “hull-less” barley, you’ll get even more fiber and more blood sugar protection. Read more: http://dlife.com/slideshows/10-best-fiber-foods-diabetes/#ixzz4ulx3Y0Kc  Follow us: @dLife on Twitter | dLife on Facebook",1358149430974931
https://m.facebook.com/story.php?story_fbid=250282655516201&id=100016034042289,1523165671139972
How many eggs in a day do u think crosses a healthy line?,336437470196781
"Are there any other diabetics who have been diagnosed as a type 1 1/2, or sometimes called Type 1 & 2?",326817651158763
"Weekly Meter Maintenance, wipe down mater & lancing device with a Clorox or Lysol wipe.  Change lancet if needed.Weekly Meter Maintenance, wipe down mater & lancing device with a Clorox or Lysol wipe.  Change lancet if needed.",1529813747141831
I am so upset with myself. I have kind of fallen off the face of the earth. Not eating. Not taken meds. Not looking a readings. Not wanting to do anything but sleep. To quote Huey Lewis I want a new drug. Any suggestion?,349703598870168
My a1c is getting a tad high. 7.6 I weight 155 only 5 ft 5 ins. Got into deep depression and eating like crazy. Is there anything I can do to lose the lbs? I'm on meds for depression. Ooh I live with a non diabetic that has a house full of crap food.,424743974699463
"Breakfast this morning = 1 sausage patty and 2 eggs. 3g carbs, 1g sugar.Breakfast this morning = 1 sausage patty and 2 eggs. 3g carbs, 1g sugar.",771065786733945
"Thank you all to your care and concern,God bless you allThank you all to your care and concern,God bless you all",416014478905746
"Hey all, My father was diagnosed with Type 2 Diabetes about a year ago, and with diet + medication has his glucose back in the prediabetic range. I wanted to understand a bit more about the challenges those with T2D face, and am volunteering to help with meal planning, meal/food research, grocery shopping (through instacart, etc) over email or phone. Not charging anything, this is for personal development. Also obviously cannot give medical advice, but am happy to find someone who can answer any of your medical questions (or related resources). If you're interested, shoot me a message or email me at elicohen2018 at u.northwestern.edu Thanks guys and take care!",364471477393380
Docs  today  blood  checks  diabeties  check  after  a  while  of  no  testing and  new  pill  aniglipton  hope  for  improvement x  hate  getting  the  blood  part  taken nervous,682089082298283
https://cdn.shopify.com/s/files/1/1463/8084/products/SourCreamBox_1000x.png?v=1501184882 think I need to find these one bag is 5g carbs,369437290230132
Anyone have diabetic retinopathy,804192230087967
"We are excited to post an invite we received this time from Osaka Japan by ""World Obesity Congress""  Glad to know that Reiki is not just limited to any one disease or ailment we can heal anything using Reiki Healing techniques. Dear Dr. Vivek Kamath , Heartiest Greetings from Obesity Congress 2018!! We are writing this letter to solicit your gracious presence as an Organizing Committee Member for the upcoming “World Obesity Congress "" held during July 23-24, 2018 at Osaka, Japan by a World Class Open Access Publisher and Scientific Events Organizer. Obesity Congress 2018 covers a wide range of critically important sessions from basic research to recent innovations. It is an especially based to learn and share knowledge on current research and applications of Obesity Congress 2018. The main theme of the conference is “Foster the class of Haleness through Nutrition”. For more details of the Conference PS: http://obesity-congress.alliedacademies.com/ Benefits for OCM at Obesity Congress 2018: · Can become an Editorial Board Member to any Allied International journals · Discount on publication fee for the article published in Allied International journals · Discount on registration fee to the group suggested by you · Can attend other Allied conferences with discounted price · Opportunity to meet experts in your field of expertise · Opportunity to get sponsorship for your projects · Opportunity to Chair/Co-chair a session of your interest · Opportunity to moderate the conference · Opportunity to decide the best poster award · Organizing Committee member will be felicitated with Certificate · Can give free advertisement in the conference book · We will include inserts (provided by you) in the conference delegate bags · We will include your University/Institution logo on the conference banners, books in the website · Can play the role of Honourable guest at the conference · OCM name and photograph will be displayed in conference website We do very much hope that you will be able to accept this invitation. We are delighted to read your positive reply .We welcome you to share your thoughts over this conference. Your early response upon confirmation would be greatly appreciated. Thanks & Regards, Savina Clark | Program Manager Obesity Congress 2018 85 Great Portland St, Marylebone, London W1W 7LT, UK",1299109190188721
"SUNDAY FUNNIES: Ah, weather patterns... often just as unpredictable as diabetes. But one can always hope.",2249929108463621
Hi is there anyone in northwest suburbs of Chicago? Was wondering because wanted to know if there were any people who wanted to do walks in the evening that are in my area.. Being we are diabetics and supporting each other in our goals and motivation of some peopl can help. I would appreciate it if they're were some people who would like to join me in walks in the evening. Thank you.. — looking for recommendations.,406584489848745
"It may not have been the best dinner as far as what I should be eating but for dinner I had spaghetti with garlic bread and a big glass of water. 2 hrs and 40 minutes later later my sugar was 133, which I think is still quite high. To be 2 hrs and 40 minutes later isn't that still a bad #, I did take my med late though?",306823966491465
Anybody use a sensor for checking blood sugar?  I have a hard time keeping one on my skin.,428013377705856
"Hi, can anyone please advise me about, my blood sugar levels are either too high or too low at anyone time. And I am having unsuspected hypo's and I am hurting myself when I have them. I am fearing for my own safety as I live alone since my wife passed away",300605563779972
Anyone heard of profile by Sanford?Anyone heard of profile by Sanford?,499468603893666
I am thankful to this good community of caring souls who keeps me centered on towing the line and following my routine.I am thankful to this good community of caring souls who keeps me centered on towing the line and following my routine.,504156823424844
The value of storing your Children’s teeth keeps showing tremendous future health possibilities,530761754097684
Pizza and white rice are my biggest enemy.   What are your worst enemies for controlling your sugar?,571261533381039
does anyone else take levemir insulin and having a reaction to it?  are you ankles and feet swollen and have leg cramps and pain in yur shins?  i do and i am uncomfortable.  my nurse practitioner does not have a doctors degree and is not a diabetes specailist  id ont like my doctor.  on Monday i have an appointment with an internal medicine doctor and he treats diabetes with no side effects im intereseted in how he is going to treat me.  he works on a lot of other problems as well that i have.  the doctor was great reviews there are so many the website is exploding.  my mom met the doctor at teh hospital he is treating my grandfatehr and then my mom said she started to talk about me and he takes both of my insurances so i can't wait for my appointment.  i want the pain and swelling to go away.  isn't it illegal for a doctor to keep me on a medicine im allergic to?  only if i had the guts to sue my doctor.  once im getting treated from the new doctor my nurse is getting dropped likea bomb im not going back to her.  my mom wants to take pictures of my swollen feet and ankles then take new pics once the swelling is gone go back to the nurse show her the pictures and tell her she has no idea what she is doing or talking about she is stupid.  how dare her keep me on a medicine im allergic to i'm the one suffering and she does not care about my health im ready to drop her and be done with her.  im ready to see the new doctor.  ill let everyone know how my appointment goes.  so what helps your pain and swelling?  i dont now how to get rid of it.  i am on a water pill but its not working i only have 2 pills leftr and instead of frequent urination i have less urination im only going twice a day which is not normal for me.  the pill did nothing for my swelling and i only have 2 more days left.  i wa only given 10 pills.  my doctor said ok you can take a water pill but it won't do anything for your swelling ut take it anyway that is the dumbest thing i have ever heard,427640191076508
Have a HORRIBLE YEAST INFECTION under my tummy fat role! Any suggestions?Have a HORRIBLE YEAST INFECTION under my tummy fat role! Any suggestions?,524314554742404
"So, I'm running quite high. Blood sugar is 412. I go to pump insulin and it says I only need 6 units of insulin. Did my insulin ratio get changed somehow?? This is not the usual amount of insulin that I need when my sugar is that high. Anybody know what that could be from? How I  can adjust those settings?",311108596063002
Super happy..finally got my referral to some of the best Endocrinologist in Cali. Now I can get the anti-insulin antibody under control and hopefully my insulin injections will start to do there job and my diabetes will get under control. — feeling hopeful.,266382840535578
My Dexcom G6 is finally here! Yay!,864193490754507
Thanks for the add. This stuff is hard for me to take in one minute I fill fine and the next I feel like garbage.,304998986673963
Plate method video,1644275459028992
Motivation for the week.  Don’t run away from things; run toward them. – The best way to move away from something negative is to move toward something positive.  Move away from your diagnosis and toward health by changing your way of eating and your lifestyle habits.,1759326490857221
"Role of yoga/meditation in dealing with emotional issues in diabetes Stress whether emotional or physical, causes fluctuations in blood sugar levels, which can be a major health concern for people with diabetes. Emotional stress can be caused due to various factors such as being diagnosed with diabetes, adjusting to a diabetes treatment regimen or dealing with psychosocial pressures of the disease. Below are a few strategies which can be put into action to help diabetics deal better with their emotional issues.  Yoga/meditation should be suggested for a person with diabetes who is going through emotional stress. Yoga has been scientifically proven to be an effective mode of treatment for a person with anxiety, stress or depression  Diabetic patients should be encouraged to make pranayamas (breathing exercises) and a few minutes of daily meditation a daily routine. This helps to calm the mind and reduce stress, which in turn, reduces glucoagon and helps to bring the blood sugar in control  You should learn the right way to do asanas and meditation (breathing techniques) through your counseller or yoga teacher  Also you can learn asanas by means of videos or pictures online, which helps in improving blood sugar control – the asanas include vajrasana (kneeling pose), shoulder stand, plow pose, lying down body twist, bow posture, two-legged forward bend and sitting half-spinal twist.  Physical activity/exercise is another factor which helps in dealing with emotional issues for diabetic patients. Exercise causes the body to release chemicals called endorphins which trigger a positive feeling in the body  Diabetic patients should play some sport of their liking or engage in hobbies like dancing and swimming to make exercise time a fun time and it also gives them a chance to relieve stress  You should plan physical activity based on your personal health condition and should be at a time convenient for you in your daily routine to ensure compliance  Physical activity also helps to reduce weight, improves insulin sensitivity and thereby is an effective treatment for both managing blood sugar levels as well as psychological issues",1518315041625035
Has any type 1’s doctor put them on Invokana? Did it help you? Side effects?,272471593260036
"Are you suffering from pain? What is pain? In healing terminology, pain is nothing but negative energy. Chronic pain is nothing but cumulative deposit of negative energy in your body part. It could be in your bones, joints, arms, muscles, organs or any part of the body. The negative emotions of our brain deposits negative energy in these organs. How and why do we get pain in the body or any organ? When the cells in the body get injured or damaged it releases chemicals called “Prostaglandins”. These chemicals then goes to brain hormone called “Endorphin” through our body nervous system. In Healing we can activate the damaged cells or injured cells immediately so there will not be any prostaglandins. Also, we can heal endorphins hormone, nervous system and all the injured cells so that pain can vanish immediately. The message going from nerve/nervous stem to brain can be blocked with the healing technique. The another advantage of Reiki Universal energy is that healer can automate the process of healing or you can practice it on daily basis by learning self-healing technique where as physiotherapy treatment pain relief is temporary. When the cells gets damaged or injured again, patient will get pain. Hence, pain become chronic in nature and exists throughout the lifetime enforcing patients to take pain killers/steroid injections or physiotherapy treatment. Watch this video ",1184532274979747
"Belching and bloated for 2 days now, nothing I’ve tried has worked",563798764127316
